"","X","IDp","IDf","IDm","sex","byear","dyear","cregcode","sregcode","lifespan","afr","lrs","bcohort.20","bcohort.10","predicted_lifespan","is.dyear.known","dyear.predicted","migrantstatus","afr_5thp","afr_median","arryear","depyear","presence_duration"
"14622",35853,"P0000039559","P0000039558","P0000015028","F",1898,NA,"GL03",NA,NA,NA,NA,"(1.89e+03,1.91e+03]","(1.89e+03,1.9e+03]",64.0437457279562,"no:dyear_missing",1962.04374572796,"emigrant_assumed_to_outside_glarus",19.3837320574163,24.6534518113465,1898,1917,19
"14623",35854,"P0000039560","P0000039558","P0000015028","F",1900,1901,"GL03",NA,0.360902255639098,NA,NA,"(1.89e+03,1.91e+03]","(1.9e+03,1.91e+03]",76.0136705399863,"yes",1901,"died_in_childhood",19.3837320574163,24.6534518113465,1900,1901,1
"14624",35855,"P0000039561","P0000039558","P0000015028","M",1902,NA,"GL03",NA,NA,NA,NA,"(1.89e+03,1.91e+03]","(1.9e+03,1.91e+03]",68.3034859876965,"no:dyear_missing",1970.3034859877,"emigrant_assumed_to_outside_glarus",21.9220779220779,27.9234449760766,1902,1924,22
"14625",35856,"P0000039562","P0000039558","P0000015028","M",1904,NA,"GL03",NA,NA,NA,NA,"(1.89e+03,1.91e+03]","(1.9e+03,1.91e+03]",68.3034859876965,"no:dyear_missing",1972.3034859877,"emigrant_assumed_to_outside_glarus",21.9220779220779,27.9234449760766,1904,1926,22
"14626",35857,"P0000039563",NA,NA,"M",1903,NA,NA,"GL03",NA,NA,NA,"(1.89e+03,1.91e+03]","(1.9e+03,1.91e+03]",68.3034859876965,"no:dyear_missing",1971.3034859877,"immigrant",21.9220779220779,27.9234449760766,1931,1971,40
"14627",35858,"P0000039564",NA,NA,"M",1843,1929,NA,"GL03",85.2795625427204,22.7177033492823,12,"(1.83e+03,1.85e+03]","(1.84e+03,1.85e+03]",47.8154477101846,"yes",1929,"immigrant",21.2952836637048,26.9131920710868,1866,1929,63
"14628",35859,"P0000039565",NA,NA,"F",1843,1867,NA,"GL03",23.7812713602187,22.7833219412167,2,"(1.83e+03,1.85e+03]","(1.84e+03,1.85e+03]",54.0779220779221,"yes",1867,"immigrant",18.8716336295284,24.0328092959672,1866,1867,1
"14629",35860,"P0000039566",NA,NA,"F",1847,1876,NA,"GL03",28.2132604237867,23.0485304169515,5,"(1.83e+03,1.85e+03]","(1.84e+03,1.85e+03]",54.0779220779221,"yes",1876,"immigrant",18.8716336295284,24.0328092959672,1870,1876,6
"14630",35861,"P0000039567","P0000039564","P0000039565","F",1866,1866,"GL03",NA,0.205058099794942,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"yes",1866,"died_in_childhood",19.298017771702,23.6418318523582,1866,1866,0
"14631",35862,"P0000039568","P0000039564","P0000039565","F",1867,NA,"GL03",NA,NA,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"no:dyear_missing",1903.66848940533,"emigrant_assumed_to_outside_glarus",19.298017771702,23.6418318523582,1867,1886,19
"14632",35863,"P0000039569","P0000039564","P0000039566","F",1870,1872,"GL03",NA,1.28503075871497,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",42.3021189336979,"yes",1872,"died_in_childhood",19.1501025290499,24.2802460697198,1870,1872,2
"14633",35864,"P0000039570","P0000039564","P0000039566","M",1872,1872,"GL03",NA,0.303485987696514,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",46.1216678058783,"yes",1872,"died_in_childhood",21.6992481203008,27.5434039644566,1872,1872,0
"14634",35865,"P0000039571","P0000039564","P0000039566","M",1873,NA,"GL03",NA,NA,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",46.1216678058783,"no:dyear_missing",1919.12166780588,"emigrant_assumed_to_outside_glarus",21.6992481203008,27.5434039644566,1873,1895,22
"14635",35866,"P0000039572","P0000039564","P0000039566","M",1875,1876,"GL03",NA,1.19207108680793,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",46.1216678058783,"yes",1876,"died_in_childhood",21.6992481203008,27.5434039644566,1875,1876,1
"14636",35867,"P0000039573","P0000039564","P0000039566","F",1876,1876,"GL03",NA,0.229665071770335,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",42.3021189336979,"yes",1876,"died_in_childhood",19.1501025290499,24.2802460697198,1876,1876,0
"14637",35868,"P0000039574","P0000039564","P0000014858","M",1888,NA,"GL03",NA,NA,NA,NA,"(1.87e+03,1.89e+03]","(1.88e+03,1.89e+03]",54.622009569378,"no:dyear_missing",1942.62200956938,"emigrant_assumed_to_outside_glarus",21.6992481203008,27.5434039644566,1888,1910,22
"14638",35869,"P0000039575","P0000039564","P0000014858","F",1889,NA,"GL03",NA,NA,NA,NA,"(1.89e+03,1.91e+03]","(1.89e+03,1.9e+03]",64.0437457279562,"no:dyear_missing",1953.04374572796,"emigrant_assumed_to_outside_glarus",19.3837320574163,24.6534518113465,1889,1908,19
"14639",35870,"P0000039576","P0000039564","P0000014858","F",1890,NA,"GL03",NA,NA,NA,NA,"(1.89e+03,1.91e+03]","(1.89e+03,1.9e+03]",64.0437457279562,"no:dyear_missing",1954.04374572796,"emigrant_assumed_to_outside_glarus",19.3837320574163,24.6534518113465,1890,1909,19
"14640",35871,"P0000039577","P0000039564","P0000014858","M",1891,NA,"GL03","GL03",NA,NA,NA,"(1.89e+03,1.91e+03]","(1.89e+03,1.9e+03]",60.257006151743,"no:dyear_missing",1951.25700615174,"resident_married",21.9220779220779,27.9234449760766,1891,1951,60
"14641",35872,"P0000039578","P0000039564","P0000014858","F",1896,NA,"GL03",NA,NA,NA,NA,"(1.89e+03,1.91e+03]","(1.89e+03,1.9e+03]",64.0437457279562,"no:dyear_missing",1960.04374572796,"emigrant_assumed_to_outside_glarus",19.3837320574163,24.6534518113465,1896,1915,19
"14642",35875,"P0000039581",NA,NA,"F",1897,1990,NA,"GL03",92.9077238550923,27.3410799726589,3,"(1.89e+03,1.91e+03]","(1.89e+03,1.9e+03]",64.0437457279562,"yes",1990,"immigrant",19.3837320574163,24.6534518113465,1924,1990,66
"14643",35876,"P0000039582","P0000039000","P0000039581","F",1924,NA,"GL03",NA,NA,NA,NA,"(1.91e+03,1.93e+03]","(1.92e+03,1.93e+03]",67.4996582365003,"no:incomplete_lifespan",2011,"emigrant_assumed_to_outside_glarus",19.74996582365,25.5174299384826,1924,1944,20
"14644",35877,"P0000039583","P0000039000","P0000039581","M",1927,2001,"GL03","GL03",73.5283663704716,28.339029391661,4,"(1.91e+03,1.93e+03]","(1.92e+03,1.93e+03]",65.9548872180451,"yes",2001,"resident_married",22.4948735475052,28.8557758031442,1927,2001,74
"14645",35878,"P0000039584","P0000039000","P0000039581","F",1935,NA,"GL03",NA,NA,NA,NA,"(1.93e+03,1.95e+03]","(1.93e+03,1.94e+03]",61.0143540669856,"no:incomplete_lifespan",2011,"emigrant_assumed_to_outside_glarus",19.23991797676,24.298017771702,1935,1954,19
"14646",35881,"P0000039587","P0000039585","P0000039586","M",1686,1686,"GL03",NA,0.194121667805878,NA,NA,"(1.67e+03,1.69e+03]","(1.68e+03,1.69e+03]",55.0047846889952,"yes",1686,"died_in_childhood",21.1328776486671,30.257006151743,1686,1686,0
"14647",35882,"P0000039588",NA,NA,"M",1896,NA,"GL14","GL03",NA,21.244019138756,NA,"(1.89e+03,1.91e+03]","(1.89e+03,1.9e+03]",60.257006151743,"no:dyear_missing",1956.25700615174,"immigrant",21.9220779220779,27.9234449760766,1917,1956,39
"14648",35883,"P0000039589","P0000039588","P0000027262","F",1917,NA,"GL03",NA,NA,NA,NA,"(1.91e+03,1.93e+03]","(1.91e+03,1.92e+03]",77.6514012303486,"no:dyear_missing",1994.65140123035,"emigrant_assumed_to_outside_glarus",19.74996582365,25.5174299384826,1917,1937,20
"14649",35884,"P0000039590","P0000039588","P0000027262","F",1918,NA,"GL03",NA,NA,NA,NA,"(1.91e+03,1.93e+03]","(1.91e+03,1.92e+03]",77.6514012303486,"no:dyear_missing",1995.65140123035,"emigrant_assumed_to_outside_glarus",19.74996582365,25.5174299384826,1918,1938,20
"14650",35885,"P0000039591","P0000039588","P0000027262","F",1919,NA,"GL03",NA,NA,NA,NA,"(1.91e+03,1.93e+03]","(1.92e+03,1.93e+03]",67.4996582365003,"no:incomplete_lifespan",2011,"emigrant_assumed_to_outside_glarus",19.74996582365,25.5174299384826,1919,1939,20
"14651",35886,"P0000039592",NA,NA,"M",1778,1844,NA,"GL03",65.974025974026,23.0622009569378,14,"(1.77e+03,1.79e+03]","(1.77e+03,1.78e+03]",54.529049897471,"yes",1844,"immigrant",21.0843472317157,26.6507177033493,1801,1844,43
"14652",35887,"P0000039593",NA,NA,"F",1780,1817,NA,"GL03",36.5686944634313,20.9131920710868,6,"(1.77e+03,1.79e+03]","(1.78e+03,1.79e+03]",57.4873547505127,"yes",1817,"immigrant",19.0031442241969,23.6527682843472,1801,1817,16
"14653",35888,"P0000039594","P0000039592","P0000039593","F",1801,NA,"GL03",NA,NA,NA,NA,"(1.79e+03,1.81e+03]","(1.8e+03,1.81e+03]",47.3383458646617,"no:dyear_missing",1848.33834586466,"emigrant_assumed_to_outside_glarus",18.6985645933015,24.6561859193438,1801,1820,19
"14654",35889,"P0000039595","P0000039592","P0000039593","M",1803,1868,"GL03",NA,64.8448393711552,NA,NA,"(1.79e+03,1.81e+03]","(1.8e+03,1.81e+03]",48.2187286397813,"yes",1868,"resident_assumed_unmarried",21.4805194805195,26.6329460013671,1803,1868,65
"14655",35890,"P0000039596","P0000039592","P0000039593","M",1805,1861,"GL03",NA,56.3144224196856,NA,NA,"(1.79e+03,1.81e+03]","(1.8e+03,1.81e+03]",48.2187286397813,"yes",1861,"resident_assumed_unmarried",21.4805194805195,26.6329460013671,1805,1861,56
"14656",35891,"P0000039597","P0000039592","P0000039593","M",1809,NA,"GL03",NA,NA,NA,NA,"(1.81e+03,1.83e+03]","(1.81e+03,1.82e+03]",46.1285030758715,"no:dyear_missing",1855.12850307587,"emigrant_assumed_to_outside_glarus",20.5367053998632,26.9583048530417,1809,1830,21
"14657",35892,"P0000039598","P0000039592","P0000039593","F",1811,NA,"GL03",NA,NA,NA,NA,"(1.81e+03,1.83e+03]","(1.81e+03,1.82e+03]",48.704032809296,"no:dyear_missing",1859.7040328093,"emigrant_assumed_to_outside_glarus",18.8727272727272,24.1913875598086,1811,1830,19
"14658",35893,"P0000039599","P0000039592","P0000039593","M",1813,1839,"GL03",NA,26.0833902939166,NA,NA,"(1.81e+03,1.83e+03]","(1.81e+03,1.82e+03]",46.1285030758715,"yes",1839,"resident_assumed_unmarried",20.5367053998632,26.9583048530417,1813,1839,26
"14659",35894,"P0000039600","P0000039592","P0000029136","M",1819,NA,"GL03",NA,NA,NA,NA,"(1.81e+03,1.83e+03]","(1.82e+03,1.83e+03]",50.7163362952837,"no:dyear_missing",1869.71633629528,"emigrant_assumed_to_outside_glarus",20.5367053998632,26.9583048530417,1819,1840,21
"14660",35895,"P0000039601","P0000039592","P0000029136","M",1820,1844,"GL03",NA,24.4866712235133,NA,NA,"(1.81e+03,1.83e+03]","(1.82e+03,1.83e+03]",50.7163362952837,"yes",1844,"resident_assumed_unmarried",20.5367053998632,26.9583048530417,1820,1844,24
"14661",35896,"P0000039602","P0000039592","P0000029136","F",1821,NA,"GL03",NA,NA,NA,NA,"(1.81e+03,1.83e+03]","(1.82e+03,1.83e+03]",51.228981544771,"no:dyear_missing",1872.22898154477,"emigrant_assumed_to_outside_glarus",18.8727272727272,24.1913875598086,1821,1840,19
"14662",35897,"P0000039603","P0000039592","P0000029136","M",1826,1845,"GL03",NA,18.7997265892003,NA,NA,"(1.81e+03,1.83e+03]","(1.82e+03,1.83e+03]",50.7163362952837,"yes",1845,"died_in_childhood",20.5367053998632,26.9583048530417,1826,1845,19
"14663",35898,"P0000039604","P0000039592","P0000029136","M",1828,NA,"GL03",NA,NA,NA,NA,"(1.81e+03,1.83e+03]","(1.82e+03,1.83e+03]",50.7163362952837,"no:dyear_missing",1878.71633629528,"emigrant_assumed_to_outside_glarus",20.5367053998632,26.9583048530417,1828,1849,21
"14664",35899,"P0000039605","P0000039592","P0000029136","M",1830,NA,"GL03",NA,NA,NA,NA,"(1.83e+03,1.85e+03]","(1.83e+03,1.84e+03]",44.0847573479152,"no:dyear_missing",1874.08475734792,"emigrant_assumed_to_outside_glarus",21.2952836637048,26.9131920710868,1830,1851,21
"14665",35900,"P0000039606","P0000039592","P0000029136","F",1831,NA,"GL03",NA,NA,NA,NA,"(1.83e+03,1.85e+03]","(1.83e+03,1.84e+03]",53.768967874231,"no:dyear_missing",1884.76896787423,"emigrant_assumed_to_outside_glarus",18.8716336295284,24.0328092959672,1831,1850,19
"14666",35901,"P0000039607","P0000039592","P0000029136","M",1834,NA,"GL03",NA,NA,NA,NA,"(1.83e+03,1.85e+03]","(1.83e+03,1.84e+03]",44.0847573479152,"no:dyear_missing",1878.08475734792,"emigrant_assumed_to_outside_glarus",21.2952836637048,26.9131920710868,1834,1855,21
"14667",35902,"P0000039608",NA,NA,"M",1899,NA,NA,"GL03",NA,NA,NA,"(1.89e+03,1.91e+03]","(1.9e+03,1.91e+03]",68.3034859876965,"no:dyear_missing",1967.3034859877,"immigrant",21.9220779220779,27.9234449760766,1927,1967,40
"14668",35903,"P0000039609",NA,NA,"M",1877,NA,NA,"GL03",NA,25.1729323308271,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",46.1216678058783,"no:dyear_missing",1923.12166780588,"immigrant",21.6992481203008,27.5434039644566,1903,1923,20
"14669",35904,"P0000039611","P0000039609",NA,"M",1903,NA,"GL03",NA,NA,NA,NA,"(1.89e+03,1.91e+03]","(1.9e+03,1.91e+03]",68.3034859876965,"no:dyear_missing",1971.3034859877,"emigrant_assumed_to_outside_glarus",21.9220779220779,27.9234449760766,1903,1925,22
"14670",35905,"P0000039612","P0000039609",NA,"M",1905,NA,"GL03",NA,NA,NA,NA,"(1.89e+03,1.91e+03]","(1.9e+03,1.91e+03]",68.3034859876965,"no:dyear_missing",1973.3034859877,"emigrant_assumed_to_outside_glarus",21.9220779220779,27.9234449760766,1905,1927,22
"14671",35906,"P0000039613","P0000039609",NA,"M",1908,NA,"GL03",NA,NA,NA,NA,"(1.89e+03,1.91e+03]","(1.9e+03,1.91e+03]",68.3034859876965,"no:dyear_missing",1976.3034859877,"emigrant_assumed_to_outside_glarus",21.9220779220779,27.9234449760766,1908,1930,22
"14672",35907,"P0000039614","P0000039609",NA,"F",1911,NA,"GL03",NA,NA,NA,NA,"(1.91e+03,1.93e+03]","(1.91e+03,1.92e+03]",77.6514012303486,"no:dyear_missing",1988.65140123035,"emigrant_assumed_to_outside_glarus",19.74996582365,25.5174299384826,1911,1931,20
"14673",35908,"P0000039615","P0000039609",NA,"F",1912,NA,"GL03",NA,NA,NA,NA,"(1.91e+03,1.93e+03]","(1.91e+03,1.92e+03]",77.6514012303486,"no:dyear_missing",1989.65140123035,"emigrant_assumed_to_outside_glarus",19.74996582365,25.5174299384826,1912,1932,20
"14674",35909,"P0000039616","P0000039609",NA,"F",1913,NA,"GL03",NA,NA,NA,NA,"(1.91e+03,1.93e+03]","(1.91e+03,1.92e+03]",77.6514012303486,"no:dyear_missing",1990.65140123035,"emigrant_assumed_to_outside_glarus",19.74996582365,25.5174299384826,1913,1933,20
"14675",35910,"P0000039617",NA,NA,"M",1886,NA,NA,"GL03",NA,NA,NA,"(1.87e+03,1.89e+03]","(1.88e+03,1.89e+03]",54.622009569378,"no:dyear_missing",1940.62200956938,"immigrant",21.6992481203008,27.5434039644566,1914,1941,27
"14676",35911,"P0000039618",NA,NA,"M",1792,1855,NA,"GL03",62.5454545454545,51.784005468216,3,"(1.79e+03,1.81e+03]","(1.79e+03,1.8e+03]",24.9569377990431,"yes",1855,"immigrant",21.4805194805195,26.6329460013671,1844,1855,11
"14677",35912,"P0000039619",NA,NA,"F",1807,1885,NA,"GL03",77.9548872180451,37.3670539986329,3,"(1.79e+03,1.81e+03]","(1.8e+03,1.81e+03]",47.3383458646617,"yes",1885,"immigrant",18.6985645933015,24.6561859193438,1844,1885,41
"14678",35913,"P0000039620","P0000039618","P0000039619","F",1844,1912,"GL03",NA,67.9617224880383,NA,NA,"(1.83e+03,1.85e+03]","(1.84e+03,1.85e+03]",54.0779220779221,"yes",1912,"resident_assumed_unmarried",18.8716336295284,24.0328092959672,1844,1912,68
"14679",35914,"P0000039621","P0000039618","P0000039619","F",1846,NA,"GL03",NA,NA,NA,NA,"(1.83e+03,1.85e+03]","(1.84e+03,1.85e+03]",54.0779220779221,"no:dyear_missing",1900.07792207792,"emigrant_assumed_to_outside_glarus",18.8716336295284,24.0328092959672,1846,1865,19
"14680",35915,"P0000039622","P0000039618","P0000039619","M",1850,1916,"GL03",NA,65.5283663704716,NA,NA,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",48.3089542036911,"yes",1916,"resident_assumed_unmarried",21.3771701982228,26.6302118933697,1850,1916,66
"14681",35918,"P0000039625",NA,NA,"M",1773,1861,NA,"GL03",87.6992481203008,23.5488721804511,9,"(1.77e+03,1.79e+03]","(1.77e+03,1.78e+03]",54.529049897471,"yes",1861,"immigrant",21.0843472317157,26.6507177033493,1796,1861,65
"14682",35919,"P0000039626","P0000039625",NA,"F",1796,1801,"GL03",NA,4.54955570745044,NA,NA,"(1.79e+03,1.81e+03]","(1.79e+03,1.8e+03]",46.6138072453862,"yes",1801,"died_in_childhood",18.6985645933015,24.6561859193438,1796,1801,5
"14683",35920,"P0000039627","P0000039625",NA,"M",1799,1801,"GL03",NA,2.03691045796309,NA,NA,"(1.79e+03,1.81e+03]","(1.8e+03,1.81e+03]",48.2187286397813,"yes",1801,"died_in_childhood",21.4805194805195,26.6329460013671,1799,1801,2
"14684",35921,"P0000039628","P0000039625",NA,"F",1800,NA,"GL03",NA,NA,NA,NA,"(1.79e+03,1.81e+03]","(1.8e+03,1.81e+03]",47.3383458646617,"no:dyear_missing",1847.33834586466,"emigrant_assumed_to_outside_glarus",18.6985645933015,24.6561859193438,1800,1819,19
"14685",35922,"P0000039629","P0000039625",NA,"M",1802,1821,"GL03",NA,18.7204374572796,NA,NA,"(1.79e+03,1.81e+03]","(1.8e+03,1.81e+03]",48.2187286397813,"yes",1821,"died_in_childhood",21.4805194805195,26.6329460013671,1802,1821,19
"14686",35923,"P0000039630","P0000039625",NA,"M",1805,1879,"GL03",NA,73.2877648667122,NA,NA,"(1.79e+03,1.81e+03]","(1.8e+03,1.81e+03]",48.2187286397813,"yes",1879,"resident_assumed_unmarried",21.4805194805195,26.6329460013671,1805,1879,74
"14687",35924,"P0000039631","P0000039625",NA,"M",1808,NA,"GL03",NA,NA,NA,NA,"(1.79e+03,1.81e+03]","(1.8e+03,1.81e+03]",48.2187286397813,"no:dyear_missing",1856.21872863978,"emigrant_assumed_to_outside_glarus",21.4805194805195,26.6329460013671,1808,1829,21
"14688",35925,"P0000039632","P0000039625",NA,"M",1810,1822,"GL03",NA,12.1449077238551,NA,NA,"(1.81e+03,1.83e+03]","(1.81e+03,1.82e+03]",46.1285030758715,"yes",1822,"died_in_childhood",20.5367053998632,26.9583048530417,1810,1822,12
"14689",35926,"P0000039633","P0000039625",NA,"F",1812,NA,"GL03",NA,NA,NA,NA,"(1.81e+03,1.83e+03]","(1.81e+03,1.82e+03]",48.704032809296,"no:dyear_missing",1860.7040328093,"emigrant_assumed_to_outside_glarus",18.8727272727272,24.1913875598086,1812,1831,19
"14690",35927,"P0000039634","P0000039625",NA,"M",1814,1887,"GL03",NA,72.3062200956938,NA,NA,"(1.81e+03,1.83e+03]","(1.81e+03,1.82e+03]",46.1285030758715,"yes",1887,"resident_assumed_unmarried",20.5367053998632,26.9583048530417,1814,1887,73
"14691",35928,"P0000039635",NA,NA,"M",1894,NA,NA,"GL03",NA,NA,NA,"(1.89e+03,1.91e+03]","(1.89e+03,1.9e+03]",60.257006151743,"no:dyear_missing",1954.25700615174,"immigrant",21.9220779220779,27.9234449760766,1922,1954,32
"14692",35929,"P0000039636",NA,NA,"M",1895,NA,NA,"GL03",NA,NA,NA,"(1.89e+03,1.91e+03]","(1.89e+03,1.9e+03]",60.257006151743,"no:dyear_missing",1955.25700615174,"immigrant",21.9220779220779,27.9234449760766,1923,1955,32
"14693",35930,"P0000039637",NA,NA,"M",1896,NA,NA,"GL03",NA,NA,NA,"(1.89e+03,1.91e+03]","(1.89e+03,1.9e+03]",60.257006151743,"no:dyear_missing",1956.25700615174,"immigrant",21.9220779220779,27.9234449760766,1924,1956,32
"14694",35931,"P0000039638",NA,NA,"M",1854,1928,NA,"GL03",73.4545454545455,NA,NA,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",48.3089542036911,"yes",1928,"immigrant",21.3771701982228,26.6302118933697,1881,1928,47
"14695",35932,"P0000039639",NA,NA,"M",1790,1854,NA,"GL03",63.9781271360219,32.3417634996582,3,"(1.79e+03,1.81e+03]","(1.79e+03,1.8e+03]",24.9569377990431,"yes",1854,"immigrant",21.4805194805195,26.6329460013671,1822,1854,32
"14696",35933,"P0000039640","P0000039639","P0000031416","M",1822,1895,"GL03",NA,72.1968557758031,NA,NA,"(1.81e+03,1.83e+03]","(1.82e+03,1.83e+03]",50.7163362952837,"yes",1895,"resident_assumed_unmarried",20.5367053998632,26.9583048530417,1822,1895,73
"14697",35934,"P0000039641","P0000039639","P0000031416","F",1824,1840,"GL03",NA,16,NA,NA,"(1.81e+03,1.83e+03]","(1.82e+03,1.83e+03]",51.228981544771,"yes",1840,"died_in_childhood",18.8727272727272,24.1913875598086,1824,1840,16
"14698",35935,"P0000039642","P0000039639","P0000031416","F",1828,1911,"GL03",NA,82.6985645933014,NA,NA,"(1.81e+03,1.83e+03]","(1.82e+03,1.83e+03]",51.228981544771,"yes",1911,"resident_assumed_unmarried",18.8727272727272,24.1913875598086,1828,1911,83
"14699",35941,"P0000039648","P0000039646","P0000039647","F",1610,NA,"GL03","GL03",NA,21.7607655502392,NA,"(1.61e+03,1.63e+03]","(1.61e+03,1.62e+03]",71.7539302802461,"no:dyear_missing",1681.75393028025,"resident_married",19.7528366370471,23.8168147641832,1610,1682,72
"14700",35947,"P0000039655","P0000039649","P0000039650","F",1911,NA,"GL03",NA,NA,NA,NA,"(1.91e+03,1.93e+03]","(1.91e+03,1.92e+03]",77.6514012303486,"no:dyear_missing",1988.65140123035,"emigrant_assumed_to_outside_glarus",19.74996582365,25.5174299384826,1911,1931,20
"14701",35948,"P0000039656","P0000039649","P0000039650","F",1620,NA,"GL03",NA,NA,NA,NA,"(1.61e+03,1.63e+03]","(1.62e+03,1.63e+03]",48.1613123718387,"no:dyear_missing",1668.16131237184,"emigrant_assumed_to_outside_glarus",19.7528366370471,23.8168147641832,1620,1640,20
"14702",35949,"P0000039657",NA,NA,"M",1659,1736,"GL05","GL03",77.3943950786056,40.2488038277512,1,"(1.65e+03,1.67e+03]","(1.66e+03,1.67e+03]",60.3554340396446,"yes",1736,"immigrant",20.8537252221463,27.4477101845523,1699,1736,37
"14703",35950,"P0000039658",NA,NA,"M",1802,1858,NA,"GL03",55.9535201640465,NA,NA,"(1.79e+03,1.81e+03]","(1.8e+03,1.81e+03]",48.2187286397813,"yes",1858,"immigrant",21.4805194805195,26.6329460013671,1829,1858,29
"14704",35951,"P0000039659",NA,NA,"M",1806,1869,NA,"GL03",63.4367737525632,22.4442925495557,4,"(1.79e+03,1.81e+03]","(1.8e+03,1.81e+03]",48.2187286397813,"yes",1869,"immigrant",21.4805194805195,26.6329460013671,1828,1869,41
"14705",35953,"P0000039661","P0000039659","P0000039660","M",1828,NA,"GL03",NA,NA,NA,NA,"(1.81e+03,1.83e+03]","(1.82e+03,1.83e+03]",50.7163362952837,"no:dyear_missing",1878.71633629528,"emigrant_assumed_to_outside_glarus",20.5367053998632,26.9583048530417,1828,1849,21
"14706",35954,"P0000039662","P0000039659","P0000039660","M",1831,1835,"GL03",NA,3.92071086807929,NA,NA,"(1.83e+03,1.85e+03]","(1.83e+03,1.84e+03]",44.0847573479152,"yes",1835,"died_in_childhood",21.2952836637048,26.9131920710868,1831,1835,4
"14707",35955,"P0000039663","P0000039659","P0000039660","F",1832,1838,"GL03",NA,5.90840738209159,NA,NA,"(1.83e+03,1.85e+03]","(1.83e+03,1.84e+03]",53.768967874231,"yes",1838,"died_in_childhood",18.8716336295284,24.0328092959672,1832,1838,6
"14708",35956,"P0000039664","P0000039659","P0000039660","F",1834,NA,"GL03",NA,NA,NA,NA,"(1.83e+03,1.85e+03]","(1.83e+03,1.84e+03]",53.768967874231,"no:dyear_missing",1887.76896787423,"emigrant_assumed_to_outside_glarus",18.8716336295284,24.0328092959672,1834,1853,19
"14709",35957,"P0000039665",NA,NA,"M",1910,NA,NA,"GL03",NA,32.4894053315106,NA,"(1.91e+03,1.93e+03]","(1.91e+03,1.92e+03]",68.9733424470267,"no:dyear_missing",1978.97334244703,"immigrant",22.4948735475052,28.8557758031442,1942,1979,37
"14710",35958,"P0000039666",NA,NA,"F",1910,1980,NA,"GL03",70.6110731373889,32.5358851674641,2,"(1.91e+03,1.93e+03]","(1.91e+03,1.92e+03]",77.6514012303486,"yes",1980,"immigrant",19.74996582365,25.5174299384826,1942,1980,38
"14711",35959,"P0000039667","P0000039665","P0000039666","F",1942,1943,"GL03",NA,1.09364319890636,NA,NA,"(1.93e+03,1.95e+03]","(1.94e+03,1.95e+03]",49.5502392344498,"yes",1943,"died_in_childhood",19.23991797676,24.298017771702,1942,1943,1
"14712",35960,"P0000039668","P0000039665","P0000039666","M",1947,NA,"GL03","GL03",NA,NA,NA,"(1.93e+03,1.95e+03]","(1.94e+03,1.95e+03]",48.1859193438141,"no:incomplete_lifespan",2011,"resident_married",21.4307587149693,26.755980861244,1947,2011,64
"14713",35961,"P0000039669",NA,NA,"F",1948,NA,NA,"GL03",NA,NA,NA,"(1.93e+03,1.95e+03]","(1.94e+03,1.95e+03]",49.5502392344498,"no:incomplete_lifespan",2011,"immigrant",19.23991797676,24.298017771702,1972,2011,39
"14714",35962,"P0000039670",NA,NA,"M",1843,1905,NA,"GL03",61.4545454545455,25.8455228981545,10,"(1.83e+03,1.85e+03]","(1.84e+03,1.85e+03]",47.8154477101846,"yes",1905,"immigrant",21.2952836637048,26.9131920710868,1869,1905,36
"14715",35963,"P0000039671",NA,NA,"F",1853,1895,NA,"GL03",41.9712918660287,24.7518796992481,5,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",38.107997265892,"yes",1895,"immigrant",19.298017771702,23.6418318523582,1878,1895,17
"14716",35964,"P0000039672","P0000039670","P0000034974","F",1869,NA,"GL03",NA,NA,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",42.3021189336979,"no:dyear_missing",1911.3021189337,"emigrant_assumed_to_outside_glarus",19.1501025290499,24.2802460697198,1869,1888,19
"14717",35965,"P0000039673","P0000039670","P0000034974","F",1871,1871,"GL03",NA,0.467532467532468,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",42.3021189336979,"yes",1871,"died_in_childhood",19.1501025290499,24.2802460697198,1871,1871,0
"14718",35966,"P0000039674","P0000039670","P0000034974","M",1872,NA,"GL03",NA,NA,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",46.1216678058783,"no:dyear_missing",1918.12166780588,"emigrant_assumed_to_outside_glarus",21.6992481203008,27.5434039644566,1872,1894,22
