"","X","IDp","IDf","IDm","sex","byear","dyear","cregcode","sregcode","lifespan","afr","lrs","bcohort.20","bcohort.10","predicted_lifespan","is.dyear.known","dyear.predicted","migrantstatus","afr_5thp","afr_median","arryear","depyear","presence_duration"
"1",558,"P0000001480","P0000015595","P0000015591","F",1881,NA,"GL09","GL03",NA,22.6602870813397,NA,"(1.87e+03,1.89e+03]","(1.88e+03,1.89e+03]",61.6705399863295,"no:dyear_missing",1942.67053998633,"immigrant",19.1501025290499,24.2802460697198,1904,1943,39
"2",561,"P0000001487","P0000019788","P0000016172","F",1887,1960,"GL09","GL03",72.9897470950103,22.9282296650718,1,"(1.87e+03,1.89e+03]","(1.88e+03,1.89e+03]",61.6705399863295,"yes",1960,"immigrant",19.1501025290499,24.2802460697198,1910,1960,50
"3",563,"P0000001494","P0000041373","P0000041488","F",1636,1712,"GL03","GL09",75.2071086807929,NA,NA,"(1.63e+03,1.65e+03]","(1.63e+03,1.64e+03]",61.1975393028025,"yes",1712,"emigrant",20.0109364319891,26.4224196855776,1636,1662,26
"4",782,"P0000002108","P0000034618","P0000003969","F",1778,1813,"GL03","GL09",35.7949419002051,21.8345864661654,3,"(1.77e+03,1.79e+03]","(1.77e+03,1.78e+03]",51.5926179084073,"yes",1813,"emigrant",19.0031442241969,23.6527682843472,1778,1799,21
"5",933,"P0000002504","P0000014758","P0000014916","F",1864,NA,"GL03","GL09",NA,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"no:dyear_missing",1900.66848940533,"emigrant",19.298017771702,23.6418318523582,1864,1888,24
"6",1344,"P0000003066","P0000025352","P0000025437","F",1747,1814,"GL03","GL09",67.742993848257,18.7915242652085,5,"(1.73e+03,1.75e+03]","(1.74e+03,1.75e+03]",48.6015037593985,"yes",1814,"emigrant",19.7607655502392,23.9808612440191,1747,1765,18
"7",1345,"P0000003066","P0000025352","P0000025437","F",1747,1814,"GL03","GL03",67.742993848257,18.7915242652085,5,"(1.73e+03,1.75e+03]","(1.74e+03,1.75e+03]",48.6015037593985,"yes",1814,"resident_returned",19.7607655502392,23.9808612440191,1765,1814,49
"8",1545,"P0000003287","P0000032400","P0000032449","M",1627,1684,"GL03","GL09",56.2788790157211,30.0533151059467,5,"(1.61e+03,1.63e+03]","(1.62e+03,1.63e+03]",55.2426520847574,"yes",1684,"emigrant",21.708954203691,27.5816814764183,1627,1657,30
"9",1634,"P0000003391",NA,NA,"F",1811,1879,"GL01","GL03",67.7156527682844,19.9562542720437,8,"(1.81e+03,1.83e+03]","(1.81e+03,1.82e+03]",48.704032809296,"yes",1879,"immigrant",18.8727272727272,24.1913875598086,1835,1879,44
"10",1987,"P0000003768","P0000039231","P0000034173","F",1923,NA,"GL03","GL09",NA,NA,NA,"(1.91e+03,1.93e+03]","(1.92e+03,1.93e+03]",67.4996582365003,"no:incomplete_lifespan",2011,"emigrant",19.74996582365,25.5174299384826,1923,1949,26
"11",2139,"P0000003943","P0000003933","P0000003935","F",1608,1689,"GL09","GL03",80.6807928913192,22.0806561859193,7,"(1.59e+03,1.61e+03]","(1.6e+03,1.61e+03]",64.7764866712235,"yes",1689,"immigrant",21.4009569377991,25.2973342447027,1630,1689,59
"12",2160,"P0000003969","P0000001661","P0000001664","F",1735,1798,"GL09","GL03",62.5563909774436,21.3588516746411,6,"(1.73e+03,1.75e+03]","(1.73e+03,1.74e+03]",54.0451127819549,"yes",1798,"immigrant",19.7607655502392,23.9808612440191,1763,1798,35
"13",2760,"P0000004628","P0000028576","P0000028628","F",1660,NA,"GL03","GL09",NA,27.8550922761449,NA,"(1.65e+03,1.67e+03]","(1.66e+03,1.67e+03]",61.0116199589884,"no:dyear_missing",1721.01161995899,"emigrant",18.8926862611073,29.0034176349966,1660,1688,28
"14",3202,"P0000005102","P0000014088","P0000014181","F",1716,1791,"GL03","GL09",74.0861244019139,24.6561859193438,6,"(1.71e+03,1.73e+03]","(1.71e+03,1.72e+03]",61.4873547505126,"yes",1791,"emigrant",19.5511961722488,26.3896103896104,1716,1741,25
"15",3291,"P0000005193","P0000004897","P0000005190","F",1755,1792,"GL09","GL03",36.946001367054,25.3041695146958,3,"(1.75e+03,1.77e+03]","(1.75e+03,1.76e+03]",46.3157894736842,"yes",1792,"immigrant",18.9919343814081,25.4463431305537,1780,1792,12
"16",3528,"P0000005442","P0000004902","P0000005026","F",1765,1818,"GL09","GL03",52.2898154477102,26.9090909090909,4,"(1.75e+03,1.77e+03]","(1.76e+03,1.77e+03]",54.9241285030758,"yes",1818,"immigrant",18.9919343814081,25.4463431305537,1790,1818,28
"17",3664,"P0000005585","P0000031338","P0000031340","F",1745,1816,"GL03","GL05",71.1223513328777,23.6937799043062,6,"(1.73e+03,1.75e+03]","(1.74e+03,1.75e+03]",48.6015037593985,"yes",1816,"emigrant",19.7607655502392,23.9808612440191,1745,1769,24
"18",3667,"P0000005585","P0000031338","P0000031340","F",1745,1816,"GL03","GL03",71.1223513328777,23.6937799043062,6,"(1.73e+03,1.75e+03]","(1.74e+03,1.75e+03]",48.6015037593985,"yes",1816,"resident_returned",19.7607655502392,23.9808612440191,1769,1816,47
"19",4047,"P0000005992","P0000025444","P0000025469","F",1768,1822,"GL03","GL09",54.5618591934381,18.4497607655502,9,"(1.75e+03,1.77e+03]","(1.76e+03,1.77e+03]",54.9241285030758,"yes",1822,"emigrant",18.9919343814081,25.4463431305537,1768,1786,18
"20",4077,"P0000006023","P0000034618","P0000003969","F",1763,1800,"GL03","GL09",36.8010936431989,22.5974025974026,4,"(1.75e+03,1.77e+03]","(1.76e+03,1.77e+03]",54.9241285030758,"yes",1800,"emigrant",18.9919343814081,25.4463431305537,1763,1786,23
"21",4362,"P0000006325","P0000034624","P0000031342","F",1770,1815,"GL03","GL09",44.6425153793575,20.9487354750513,7,"(1.77e+03,1.79e+03]","(1.77e+03,1.78e+03]",51.5926179084073,"yes",1815,"emigrant",19.0031442241969,23.6527682843472,1770,1791,21
"22",4363,"P0000006325","P0000034624","P0000031342","F",1770,1815,"GL03","GL03",44.6425153793575,20.9487354750513,7,"(1.77e+03,1.79e+03]","(1.77e+03,1.78e+03]",51.5926179084073,"yes",1815,"resident_returned",19.0031442241969,23.6527682843472,1791,1815,24
"23",4445,"P0000006413","P0000005846","P0000006409","F",1805,1874,"GL09","GL03",68.904989747095,26.1435406698565,8,"(1.79e+03,1.81e+03]","(1.8e+03,1.81e+03]",47.3383458646617,"yes",1874,"immigrant",18.6985645933015,24.6561859193438,1831,1874,43
"24",4508,"P0000006478","P0000014225","P0000014344","F",1786,1864,"GL03","GL09",78.3759398496241,22.7368421052632,11,"(1.77e+03,1.79e+03]","(1.78e+03,1.79e+03]",57.4873547505127,"yes",1864,"emigrant",19.0031442241969,23.6527682843472,1786,1809,23
"25",4558,"P0000006533",NA,NA,"F",1777,1833,"GL01","GL03",56.0054682159945,NA,NA,"(1.77e+03,1.79e+03]","(1.77e+03,1.78e+03]",51.5926179084073,"yes",1833,"immigrant",19.0031442241969,23.6527682843472,1801,1833,32
"26",4712,"P0000006697","P0000005994","P0000006695","F",1811,1867,"GL09","GL03",55.3902939166097,23.6828434723172,8,"(1.81e+03,1.83e+03]","(1.81e+03,1.82e+03]",48.704032809296,"yes",1867,"immigrant",18.8727272727272,24.1913875598086,1835,1867,32
"27",4912,"P0000006920",NA,NA,"F",1781,1860,NA,"GL03",78.5345181134655,39.3164730006835,1,"(1.77e+03,1.79e+03]","(1.78e+03,1.79e+03]",57.4873547505127,"yes",1860,"immigrant",19.0031442241969,23.6527682843472,1820,1860,40
"28",5658,"P0000007738","P0000031353","P0000005193","F",1787,1842,"GL03","GL09",54.3896103896104,31.5871496924128,1,"(1.77e+03,1.79e+03]","(1.78e+03,1.79e+03]",57.4873547505127,"yes",1842,"emigrant",19.0031442241969,23.6527682843472,1787,1819,32
"29",5843,"P0000007944","P0000007636","P0000007938","F",1897,1961,"GL09","GL03",63.9808612440191,25.9220779220779,4,"(1.89e+03,1.91e+03]","(1.89e+03,1.9e+03]",64.0437457279562,"yes",1961,"immigrant",19.3837320574163,24.6534518113465,1923,1961,38
"30",6112,"P0000008229","P0000031632","P0000031821","F",1859,NA,"GL03","GL09",NA,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",36.6684894053315,"no:dyear_missing",1895.66848940533,"emigrant",19.298017771702,23.6418318523582,1859,1883,24
"31",6922,"P0000009085","P0000009069","P0000009077","F",1648,1724,"GL09","GL03",76.2788790157211,22.2392344497608,5,"(1.63e+03,1.65e+03]","(1.64e+03,1.65e+03]",62.0451127819549,"yes",1724,"immigrant",20.0109364319891,26.4224196855776,1675,1724,49
"32",7255,"P0000009453","P0000033312","P0000033658","M",1867,1939,"GL03","GL03",71.8304853041695,28.8940533151059,7,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"yes",1939,"resident_married",21.3771701982228,26.6302118933697,1867,1939,72
"33",7524,"P0000009734",NA,NA,"M",1846,NA,"GL03","GL09",NA,23.5652768284347,NA,"(1.83e+03,1.85e+03]","(1.84e+03,1.85e+03]",47.8154477101846,"no:dyear_missing",1893.81544771018,"emigrant",21.2952836637048,26.9131920710868,1846,1869,23
"34",7538,"P0000009748","P0000009745","P0000007005","M",1859,NA,"GL09","GL03",NA,38.9145591250854,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"no:dyear_missing",1890.37388926863,"immigrant",21.3771701982228,26.6302118933697,1898,1898,0
"35",8649,"P0000010964",NA,NA,"F",1812,1883,"GL04","GL03",71.1496924128503,24.8257006151743,4,"(1.81e+03,1.83e+03]","(1.81e+03,1.82e+03]",48.704032809296,"yes",1883,"immigrant",18.8727272727272,24.1913875598086,1836,1883,47
"36",9251,"P0000011600","P0000011594","P0000011596","F",1907,1993,"GL09","GL03",85.8345864661654,25.4436090225564,2,"(1.89e+03,1.91e+03]","(1.9e+03,1.91e+03]",76.0136705399863,"yes",1993,"immigrant",19.3837320574163,24.6534518113465,1932,1993,61
"37",9341,"P0000011697","P0000011695","P0000011696","F",1912,NA,"GL09","GL03",NA,28.0191387559809,NA,"(1.91e+03,1.93e+03]","(1.91e+03,1.92e+03]",77.6514012303486,"no:dyear_missing",1989.65140123035,"immigrant",19.74996582365,25.5174299384826,1940,1990,50
"38",9536,"P0000011901","P0000011521","P0000011899","F",1928,NA,"GL09","GL03",NA,18.9172932330827,NA,"(1.91e+03,1.93e+03]","(1.92e+03,1.93e+03]",67.4996582365003,"no:incomplete_lifespan",2011,"immigrant",19.74996582365,25.5174299384826,1947,2011,64
"39",9572,"P0000011938",NA,NA,"F",1906,1989,NA,"GL03",82.8708133971292,18.8544087491456,2,"(1.89e+03,1.91e+03]","(1.9e+03,1.91e+03]",76.0136705399863,"yes",1989,"immigrant",19.3837320574163,24.6534518113465,1931,1989,58
"40",9860,"P0000012261","P0000011860","P0000012260","F",1945,NA,"GL09","GL03",NA,25.3752563226247,NA,"(1.93e+03,1.95e+03]","(1.94e+03,1.95e+03]",49.5502392344498,"no:incomplete_lifespan",2011,"immigrant",19.23991797676,24.298017771702,1971,2011,40
"41",9868,"P0000012269","P0000029781","P0000030226","F",1926,NA,"GL03","GL09",NA,18.149008885851,NA,"(1.91e+03,1.93e+03]","(1.92e+03,1.93e+03]",67.4996582365003,"no:incomplete_lifespan",2011,"emigrant",19.74996582365,25.5174299384826,1926,1944,18
"42",9869,"P0000012269","P0000029781","P0000030226","F",1926,NA,"GL03","GL03",NA,18.149008885851,NA,"(1.91e+03,1.93e+03]","(1.92e+03,1.93e+03]",67.4996582365003,"no:incomplete_lifespan",2011,"resident_returned",19.74996582365,25.5174299384826,1944,2011,67
"43",10335,"P0000012777","P0000012769","P0000012771","F",1609,1670,"GL09","GL03",61.758031442242,22.7012987012987,7,"(1.61e+03,1.63e+03]","(1.61e+03,1.62e+03]",71.7539302802461,"yes",1670,"immigrant",19.7528366370471,23.8168147641832,1631,1670,39
"44",10762,"P0000013231","P0000013032","P0000007219","F",1778,NA,"GL09","GL03",NA,NA,NA,"(1.77e+03,1.79e+03]","(1.77e+03,1.78e+03]",51.5926179084073,"no:dyear_missing",1829.59261790841,"immigrant",19.0031442241969,23.6527682843472,1802,1830,28
"45",10863,"P0000013339","P0000028834","P0000014253","F",1782,1838,"GL03","GL09",55.8168147641832,30.8051948051948,2,"(1.77e+03,1.79e+03]","(1.78e+03,1.79e+03]",57.4873547505127,"yes",1838,"emigrant",19.0031442241969,23.6527682843472,1782,1813,31
"46",11247,"P0000013738","P0000013508","P0000013426","F",1825,1895,"GL09","GL03",69.6377306903623,40.2624743677375,2,"(1.81e+03,1.83e+03]","(1.82e+03,1.83e+03]",51.228981544771,"yes",1895,"immigrant",18.8727272727272,24.1913875598086,1866,1895,29
"47",11282,"P0000013773","P0000038241","P0000038878","F",1876,NA,"GL03","GL03",NA,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",42.3021189336979,"no:dyear_missing",1918.3021189337,"resident_married",19.1501025290499,24.2802460697198,1876,1918,42
"48",11283,"P0000013774","P0000041761",NA,"M",1838,NA,"GL08","GL03",NA,21.1537935748462,NA,"(1.83e+03,1.85e+03]","(1.83e+03,1.84e+03]",44.0847573479152,"no:dyear_missing",1882.08475734792,"immigrant",21.2952836637048,26.9131920710868,1859,1882,23
"49",11284,"P0000013775","P0000034708","P0000034970","F",1838,1901,"GL03","GL03",63.1578947368421,21.1182501708817,4,"(1.83e+03,1.85e+03]","(1.83e+03,1.84e+03]",53.768967874231,"yes",1901,"resident_returned",18.8716336295284,24.0328092959672,1859,1901,42
"50",11285,"P0000013775","P0000034708","P0000034970","F",1838,1901,"GL03","GL08",63.1578947368421,21.1182501708817,4,"(1.83e+03,1.85e+03]","(1.83e+03,1.84e+03]",53.768967874231,"yes",1901,"emigrant",18.8716336295284,24.0328092959672,1838,1859,21
"51",11286,"P0000013776","P0000013774","P0000013775","M",1859,NA,"GL03","GL08",NA,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"no:dyear_missing",1890.37388926863,"emigrant",21.3771701982228,26.6302118933697,1859,1886,27
"52",11287,"P0000013777","P0000013774","P0000013775","M",1865,NA,"GL03","GL08",NA,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"no:dyear_missing",1896.37388926863,"emigrant",21.3771701982228,26.6302118933697,1865,1892,27
"53",11288,"P0000013778","P0000013774","P0000013775","F",1870,NA,"GL03","GL08",NA,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",42.3021189336979,"no:dyear_missing",1912.3021189337,"emigrant",19.1501025290499,24.2802460697198,1870,1894,24
"54",11289,"P0000013779","P0000013774","P0000013775","F",1871,NA,"GL03","GL08",NA,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",42.3021189336979,"no:dyear_missing",1913.3021189337,"emigrant",19.1501025290499,24.2802460697198,1871,1895,24
"55",11290,"P0000013780",NA,NA,"M",1871,NA,"GL08","GL03",NA,26.961038961039,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",46.1216678058783,"no:dyear_missing",1917.12166780588,"immigrant",21.6992481203008,27.5434039644566,1898,1917,19
"56",11291,"P0000013781","P0000038099","P0000038873","F",1874,NA,"GL03","GL03",NA,23.5898838004101,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",42.3021189336979,"no:dyear_missing",1916.3021189337,"resident_married",19.1501025290499,24.2802460697198,1874,1916,42
"57",11292,"P0000013782","P0000013780","P0000013781","F",1898,NA,"GL03",NA,NA,NA,NA,"(1.89e+03,1.91e+03]","(1.89e+03,1.9e+03]",64.0437457279562,"no:dyear_missing",1962.04374572796,"emigrant_assumed_to_outside_glarus",19.3837320574163,24.6534518113465,1898,1917,19
"58",11293,"P0000013783","P0000013780","P0000013781","F",1899,NA,"GL03",NA,NA,NA,NA,"(1.89e+03,1.91e+03]","(1.9e+03,1.91e+03]",76.0136705399863,"no:dyear_missing",1975.01367053999,"emigrant_assumed_to_outside_glarus",19.3837320574163,24.6534518113465,1899,1918,19
"59",11294,"P0000013784","P0000013780","P0000013781","M",1911,NA,"GL03",NA,NA,NA,NA,"(1.91e+03,1.93e+03]","(1.91e+03,1.92e+03]",68.9733424470267,"no:dyear_missing",1979.97334244703,"emigrant_assumed_to_outside_glarus",22.4948735475052,28.8557758031442,1911,1933,22
"60",11295,"P0000013785","P0000013780","P0000013781","M",1914,NA,"GL03",NA,NA,NA,NA,"(1.91e+03,1.93e+03]","(1.91e+03,1.92e+03]",68.9733424470267,"no:dyear_missing",1982.97334244703,"emigrant_assumed_to_outside_glarus",22.4948735475052,28.8557758031442,1914,1936,22
"61",11296,"P0000013786",NA,NA,"M",1904,NA,NA,"GL03",NA,NA,NA,"(1.89e+03,1.91e+03]","(1.9e+03,1.91e+03]",68.3034859876965,"no:dyear_missing",1972.3034859877,"immigrant",21.9220779220779,27.9234449760766,1932,1972,40
"62",11297,"P0000013787","P0000035141","P0000026934","F",1904,NA,"GL03","GL03",NA,NA,NA,"(1.89e+03,1.91e+03]","(1.9e+03,1.91e+03]",76.0136705399863,"no:dyear_missing",1980.01367053999,"resident_married",19.3837320574163,24.6534518113465,1904,1980,76
"63",11298,"P0000013788",NA,NA,"M",1868,NA,NA,"GL03",NA,NA,NA,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"no:dyear_missing",1899.37388926863,"immigrant",21.3771701982228,26.6302118933697,1895,1899,4
"64",11299,"P0000013789","P0000038194","P0000038319","F",1873,NA,"GL03","GL03",NA,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",42.3021189336979,"no:dyear_missing",1915.3021189337,"resident_married",19.1501025290499,24.2802460697198,1873,1915,42
"65",11302,"P0000013792","P0000013790","P0000013791","F",1657,NA,"GL03",NA,NA,NA,NA,"(1.65e+03,1.67e+03]","(1.65e+03,1.66e+03]",57.9562542720438,"no:dyear_missing",1714.95625427204,"emigrant_assumed_to_outside_glarus",18.8926862611073,29.0034176349966,1657,1676,19
"66",11303,"P0000013793","P0000013790","P0000013791","F",1658,NA,"GL03",NA,NA,NA,NA,"(1.65e+03,1.67e+03]","(1.65e+03,1.66e+03]",57.9562542720438,"no:dyear_missing",1715.95625427204,"emigrant_assumed_to_outside_glarus",18.8926862611073,29.0034176349966,1658,1677,19
"67",11304,"P0000013794",NA,NA,"M",1875,NA,NA,"GL03",NA,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",46.1216678058783,"no:dyear_missing",1921.12166780588,"immigrant",21.6992481203008,27.5434039644566,1903,1921,18
"68",11305,"P0000013795","P0000026614","P0000027021","F",1882,NA,"GL03","GL03",NA,NA,NA,"(1.87e+03,1.89e+03]","(1.88e+03,1.89e+03]",61.6705399863295,"no:dyear_missing",1943.67053998633,"resident_married",19.1501025290499,24.2802460697198,1882,1944,62
"69",11306,"P0000013796",NA,NA,"M",1848,1923,NA,"GL03",74.5946684894053,23.8851674641148,4,"(1.83e+03,1.85e+03]","(1.84e+03,1.85e+03]",47.8154477101846,"yes",1923,"immigrant",21.2952836637048,26.9131920710868,1872,1923,51
"70",11307,"P0000013797","P0000037972","P0000038094","F",1850,1910,"GL03","GL03",60.2269309637731,22.0615174299385,4,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",38.107997265892,"yes",1910,"resident_married",19.298017771702,23.6418318523582,1850,1910,60
"71",11308,"P0000013798","P0000013796","P0000013797","M",1872,NA,"GL03",NA,NA,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",46.1216678058783,"no:dyear_missing",1918.12166780588,"emigrant_assumed_to_outside_glarus",21.6992481203008,27.5434039644566,1872,1894,22
"72",11309,"P0000013799","P0000013796","P0000013797","F",1874,1891,"GL03",NA,16.6944634313055,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",42.3021189336979,"yes",1891,"died_in_childhood",19.1501025290499,24.2802460697198,1874,1891,17
"73",11310,"P0000013800","P0000013796","P0000013797","M",1876,NA,"GL03",NA,NA,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",46.1216678058783,"no:dyear_missing",1922.12166780588,"emigrant_assumed_to_outside_glarus",21.6992481203008,27.5434039644566,1876,1898,22
"74",11311,"P0000013801","P0000013796","P0000013797","M",1883,NA,"GL03",NA,NA,NA,NA,"(1.87e+03,1.89e+03]","(1.88e+03,1.89e+03]",54.622009569378,"no:dyear_missing",1937.62200956938,"emigrant_assumed_to_outside_glarus",21.6992481203008,27.5434039644566,1883,1905,22
"75",11312,"P0000013802",NA,NA,"M",1902,NA,NA,"GL03",NA,NA,NA,"(1.89e+03,1.91e+03]","(1.9e+03,1.91e+03]",68.3034859876965,"no:dyear_missing",1970.3034859877,"immigrant",21.9220779220779,27.9234449760766,1930,1970,40
"76",11313,"P0000013804","P0000031885","P0000027034","F",1906,NA,"GL03","GL03",NA,NA,NA,"(1.89e+03,1.91e+03]","(1.9e+03,1.91e+03]",76.0136705399863,"no:dyear_missing",1982.01367053999,"resident_married",19.3837320574163,24.6534518113465,1906,1982,76
"77",11314,"P0000013805",NA,NA,"M",1885,NA,NA,"GL03",NA,29.5584415584416,NA,"(1.87e+03,1.89e+03]","(1.88e+03,1.89e+03]",54.622009569378,"no:dyear_missing",1939.62200956938,"immigrant",21.6992481203008,27.5434039644566,1915,1940,25
"78",11315,"P0000013806","P0000033575","P0000034068","F",1884,NA,"GL03","GL03",NA,30.4114832535885,NA,"(1.87e+03,1.89e+03]","(1.88e+03,1.89e+03]",61.6705399863295,"no:dyear_missing",1945.67053998633,"resident_married",19.1501025290499,24.2802460697198,1884,1946,62
"79",11316,"P0000013807","P0000013805","P0000013806","M",1915,NA,"GL03",NA,NA,NA,NA,"(1.91e+03,1.93e+03]","(1.91e+03,1.92e+03]",68.9733424470267,"no:dyear_missing",1983.97334244703,"emigrant_assumed_to_outside_glarus",22.4948735475052,28.8557758031442,1915,1937,22
"80",11317,"P0000013808","P0000013805","P0000013806","M",1916,NA,"GL03",NA,NA,NA,NA,"(1.91e+03,1.93e+03]","(1.91e+03,1.92e+03]",68.9733424470267,"no:dyear_missing",1984.97334244703,"emigrant_assumed_to_outside_glarus",22.4948735475052,28.8557758031442,1916,1938,22
"81",11318,"P0000013809",NA,NA,"M",1902,1932,NA,"GL03",29.6377306903623,NA,NA,"(1.89e+03,1.91e+03]","(1.9e+03,1.91e+03]",68.3034859876965,"yes",1932,"immigrant",21.9220779220779,27.9234449760766,1930,1932,2
"82",11319,"P0000013810","P0000014920","P0000015829","F",1902,NA,"GL03","GL17",NA,NA,NA,"(1.89e+03,1.91e+03]","(1.9e+03,1.91e+03]",76.0136705399863,"no:dyear_missing",1978.01367053999,"emigrant",19.3837320574163,24.6534518113465,1902,1927,25
"83",11321,"P0000013812",NA,NA,"M",1845,NA,NA,"GL03",NA,NA,NA,"(1.83e+03,1.85e+03]","(1.84e+03,1.85e+03]",47.8154477101846,"no:dyear_missing",1892.81544771018,"immigrant",21.2952836637048,26.9131920710868,1872,1893,21
"84",11322,"P0000013813","P0000031493","P0000031704","F",1850,NA,"GL03","GL03",NA,21.7552973342447,NA,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",38.107997265892,"no:dyear_missing",1888.10799726589,"resident_married",19.298017771702,23.6418318523582,1850,1888,38
"85",11324,"P0000013814",NA,NA,"M",1874,NA,NA,"GL03",NA,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",46.1216678058783,"no:dyear_missing",1920.12166780588,"immigrant",21.6992481203008,27.5434039644566,1902,1920,18
"86",11325,"P0000013815","P0000033329","P0000013813","F",1876,NA,"GL03","GL03",NA,NA,NA,"(1.87e+03,1.89e+03]","(1.87e+03,1.88e+03]",42.3021189336979,"no:dyear_missing",1918.3021189337,"resident_married",19.1501025290499,24.2802460697198,1876,1918,42
"87",11326,"P0000013816",NA,NA,"M",1859,1908,NA,"GL03",49.0198222829802,24.6397812713602,4,"(1.85e+03,1.87e+03]","(1.86e+03,1.87e+03]",31.3738892686261,"yes",1908,"immigrant",21.3771701982228,26.6302118933697,1883,1908,25
"88",11327,"P0000013817","P0000026122","P0000026247","F",1855,1917,"GL03","GL03",61.7853725222146,28.3827751196172,4,"(1.85e+03,1.87e+03]","(1.85e+03,1.86e+03]",38.107997265892,"yes",1917,"resident_married",19.298017771702,23.6418318523582,1855,1917,62
"89",11328,"P0000013818","P0000013816","P0000013817","F",1883,NA,"GL03","GL04",NA,NA,NA,"(1.87e+03,1.89e+03]","(1.88e+03,1.89e+03]",61.6705399863295,"no:dyear_missing",1944.67053998633,"emigrant",19.1501025290499,24.2802460697198,1883,1907,24
"90",11329,"P0000013819","P0000013816","P0000013817","M",1886,1946,"GL03","GL03",59.403964456596,23.7676008202324,3,"(1.87e+03,1.89e+03]","(1.88e+03,1.89e+03]",54.622009569378,"yes",1946,"resident_married",21.6992481203008,27.5434039644566,1886,1946,60
"91",11330,"P0000013820","P0000013816","P0000013817","M",1893,NA,"GL03",NA,NA,NA,NA,"(1.89e+03,1.91e+03]","(1.89e+03,1.9e+03]",60.257006151743,"no:dyear_missing",1953.25700615174,"emigrant_assumed_to_outside_glarus",21.9220779220779,27.9234449760766,1893,1915,22
"92",11331,"P0000013821","P0000013816","P0000013817","F",1896,NA,"GL03","GL04",NA,NA,NA,"(1.89e+03,1.91e+03]","(1.89e+03,1.9e+03]",64.0437457279562,"no:dyear_missing",1960.04374572796,"emigrant",19.3837320574163,24.6534518113465,1896,1921,25
"93",11332,"P0000013822","P0000026669","P0000026534","F",1889,1967,"GL03","GL03",77.7006151742994,21.3479152426521,3,"(1.89e+03,1.91e+03]","(1.89e+03,1.9e+03]",64.0437457279562,"yes",1967,"resident_married",19.3837320574163,24.6534518113465,1889,1967,78
"94",11333,"P0000013823","P0000013819","P0000013822","F",1910,1931,"GL03",NA,20.9788106630212,NA,NA,"(1.91e+03,1.93e+03]","(1.91e+03,1.92e+03]",77.6514012303486,"yes",1931,"resident_assumed_unmarried",19.74996582365,25.5174299384826,1910,1931,21
"95",11334,"P0000013824","P0000013819","P0000013822","M",1916,NA,"GL03","GL03",NA,27.7320574162679,NA,"(1.91e+03,1.93e+03]","(1.91e+03,1.92e+03]",68.9733424470267,"no:dyear_missing",1984.97334244703,"resident_married",22.4948735475052,28.8557758031442,1916,1985,69
"96",11335,"P0000013825","P0000013819","P0000013822","M",1922,1990,"GL03","GL03",68.2488038277512,32.7628161312372,1,"(1.91e+03,1.93e+03]","(1.92e+03,1.93e+03]",65.9548872180451,"yes",1990,"resident_married",22.4948735475052,28.8557758031442,1922,1990,68
"97",11336,"P0000013826","P0000027121","P0000027885","F",1921,NA,"GL03","GL03",NA,22.5454545454545,NA,"(1.91e+03,1.93e+03]","(1.92e+03,1.93e+03]",67.4996582365003,"no:incomplete_lifespan",2011,"resident_married",19.74996582365,25.5174299384826,1921,2011,90
"98",11337,"P0000013827","P0000013824","P0000013826","F",1944,NA,"GL03",NA,NA,NA,NA,"(1.93e+03,1.95e+03]","(1.94e+03,1.95e+03]",49.5502392344498,"no:incomplete_lifespan",2011,"emigrant_assumed_to_outside_glarus",19.23991797676,24.298017771702,1944,1963,19
"99",11338,"P0000013828","P0000013824","P0000013826","M",1946,NA,"GL03","GL03",NA,28.38004101162,NA,"(1.93e+03,1.95e+03]","(1.94e+03,1.95e+03]",48.1859193438141,"no:incomplete_lifespan",2011,"resident_married",21.4307587149693,26.755980861244,1946,2011,65
